Paragraph Number,Paragraph Style,First Line Indent (cm),Hanging Indent (cm),Font Name,Font Size,Character Count,Word Count,Tab Count,Equals Sign Count,Is Italic,Is Bold,Text,Numbering Type,List Value,Within Table,Paragraph Range
159,tt,-0.65,4.95,,9.5,38,8,1,0,No,No,	Storage and retrieval of information,0,0,False,"[19444, 19483]"
160,tt,-0.65,4.95,,9.5,27,6,1,0,No,No,	Evaluation of information,0,0,False,"[19483, 19511]"
161,tt,-0.65,4.95,,9.5,30,6,1,0,No,No,	Dissemination of information,0,0,False,"[19511, 19542]"
162,tt,-0.65,4.3,ZapfEllipt BT,9.5,774,118,1,0,No,Yes,"g. 	General management: General management includes fundamental activities performed by all the managers from top level to subordinate levels. They involve planning, organizing, staffing, directing and controlling. They also involve motivation, supervision, communication, coordination and leadership. Planning, organizing, and staffing are intellectual part of managerial functions which concentrate on development of framework for organizational functioning. Directing is the action part of managerial functions which initiates for implementation of plan into practice through proper use of resources. Similarly, controlling is the means through which managers can maintain standard of performance in actual practice through taking necessary measures based on requirement.",0,0,False,"[19542, 20320]"
163,tt,-0.65,3.65,ZapfEllipt BT,9.5,731,116,1,0,No,Yes,"4.	Business policies and programs: Business policies and programs are instrument for strategy implementation. So, an important part of operationalization of strategies is to develop policies and programs. It is the responsibility of management to develop rules, regulation, working methods and procedures, forms, administrative practices and system in the organization. Policies and programs are designed to bind both managers and subordinates within the framework of organization rules and systems. They should become discipline, punctual and responsible to accomplish assigned job in an effective way. The following principles determine the potential effectiveness of policies and programs in relation to strategy implementation:",0,0,False,"[20320, 21052]"
164,tt,-0.65,4.3,,9.5,49,9,1,0,No,No,	Policies and programs should reflect objectives,0,0,False,"[21052, 21102]"
165,tt,-0.65,4.3,,9.5,44,9,1,0,No,No,	Policies and programs should be consistent,0,0,False,"[21102, 21147]"
166,tt,-0.65,4.3,,9.5,42,9,1,0,No,No,	Policies and programs should be flexible,0,0,False,"[21147, 21190]"
167,tt,-0.65,4.3,,9.5,46,9,1,0,No,No,	Policies and programs should be communicated,0,0,False,"[21190, 21237]"
168,tt,-0.65,4.3,,9.5,44,9,1,0,No,No,	Policies and programs should be controlled,0,0,False,"[21237, 21283]"
169,tt,-0.65,3.65,ZapfEllipt BT,9.5,828,130,1,0,No,Yes,"5.	Procedures and organization structure: Development of working procedures and formation of organizational structure are considered essential components of strategy implementation. Working procedure specifies the how the work should be started, resources required, and processes to be completed for getting outputs in terms of products and services. It also includes technical part of operationalization of strategies which focuses on maintaining specified level of standard quantity and quality of products and services. Similarly, organization structure is essential for systematic functioning of the activities of the enterprise. It includes division of work, hierarchy of authority, chain of command, and authority-responsibility relationship. It also includes definition of rule, regulation, working procedures and system.",0,0,False,"[21283, 22113]"
170,tt,-0.65,3.65,ZapfEllipt BT,9.5,831,132,1,0,No,Yes,"6.	Communicating information: Communication is the transfer of meaning and understanding between people through verbal and nonverbal means in order to affect behaviour and activities. Communication is a continuous process up to the existence and functioning of the organization. It is the basis of organizational function and plays important role to implement plan and strategies. Managers provide information of instruction, guidance, and suggestion to subordinates to implement plans and policies. Similarly, subordinates provide information of achievement, issues and problems to managers, which is supportive for smooth and uniform functioning of the organization.  It plays important role to maintain coordination among all the members and their activities and develop the feeling of group effort to achieve common objectives.",0,0,False,"[22113, 22945]"
171,H1,0.0,0.0,Impact,15.0,17,3,0,0,No,No,Managing Conflict,0,0,False,"[22945, 22964]"
172,t,0.0,3.0,ZapfEllipt BT,9.5,605,94,0,0,No,No,"Managing conflict is the important components of strategy formulation and strategy implementation. It includes skillful encouragement and handling of constructive conflict on one hand and resolving or limiting dysfunctional conflict on the other. So, the consequences of conflict must be determined because they may help or hurt the organization. Hence, constructive or functional conflict needs to be stimulated. But destructive or negative conflict must be eliminated through preventive measures. Generally, approaches of managing conflict in an organization are studied in the following two dimensions:",0,0,False,"[22964, 23572]"
173,xtt,0.0,3.25,ZapfEllipt BT,9.0,17,3,0,0,No,Yes,Managing Conflict,0,0,False,"[23572, 23591]"
174,xt,0.0,3.25,ZapfEllipt BT,9.0,36,7,1,0,No,No,1.	Interpersonal Conflict Management,0,0,False,"[23591, 23628]"
175,xt,0.0,3.25,ZapfEllipt BT,9.0,16,6,1,0,No,No,i.	Accommodating,0,0,False,"[23628, 23646]"
176,xt,0.0,3.25,ZapfEllipt BT,9.0,17,6,1,0,No,No,ii.	Collaborating,0,0,False,"[23646, 23665]"
177,xt,0.0,3.25,ZapfEllipt BT,9.0,13,6,1,0,No,No,iii.	Avoiding,0,0,False,"[23665, 23680]"
178,xt,0.0,3.25,ZapfEllipt BT,9.0,14,6,1,0,No,No,iv.	Compromise,0,0,False,"[23680, 23696]"
179,xt,0.0,3.25,ZapfEllipt BT,9.0,16,6,1,0,No,No,v.	Confrontation,0,0,False,"[23696, 23714]"
180,xt,0.0,3.25,ZapfEllipt BT,9.0,44,9,1,0,No,No,2.	 Structural conflict management approache,0,0,False,"[23714, 23759]"
181,xt,0.0,3.25,ZapfEllipt BT,9.0,35,10,1,0,No,No,i.	Emphasizing super-ordinate goals,0,0,False,"[23759, 23796]"
182,xt,0.0,3.25,ZapfEllipt BT,9.0,28,7,1,0,No,No,ii.	Reducing differentiation,0,0,False,"[23796, 23826]"
183,xt,0.0,3.25,ZapfEllipt BT,9.0,44,9,1,0,No,No,iii.	Improve communication and understanding,0,0,False,"[23826, 23872]"
184,xt,0.0,3.25,ZapfEllipt BT,9.0,31,8,1,0,No,No,iv.	Reduce task interdependence,0,0,False,"[23872, 23905]"
185,xt,0.0,3.25,ZapfEllipt BT,9.0,23,7,1,0,No,No,v.	Increasing resources,0,0,False,"[23905, 23930]"
186,xt,0.0,3.25,ZapfEllipt BT,9.0,35,9,1,0,No,No,vi.	Clarifying rules and procedures,0,0,False,"[23930, 23967]"
187,tt,-0.65,3.65,ZapfEllipt BT,9.5,36,7,1,0,No,Yes,1.	Interpersonal Conflict Management,0,0,False,"[23967, 24004]"
188,tt,-0.65,3.65,ZapfEllipt BT,9.5,415,67,0,0,No,No,"For resolving interpersonal conflict, it is essential to understand problems by gathering necessary information. There is no any appropriate conflict resolution style, and each conflict participant is capable of choosing the approach he believes most appropriate in any given situation. Generally, there are five major responsive approaches to manage interpersonal conflicts in an organization. They are as follows:",0,0,False,"[24004, 24423]"
189,tt,-0.65,4.3,ZapfEllipt BT,9.5,678,111,1,0,No,Yes,"i.	Accommodating: The accommodating approach emphasizes cooperation instead of forcefulness. A person places his interests last and allows the other party to put his interests. It involves minimizing difference among conflicting parties and highlighting similarities and areas of possible agreement. Managers using this style demonstrate that they are peacemakers, willing to yield where possible and want to create goodwill with all. Sharing of opinions removes misunderstanding and both parties realize that they are not far apart. It may be useful when the conflict is associated with aggressive feelings among the parties and temporary solutions are needed in the short run.",0,0,False,"[24423, 25102]"
190,tt,-0.65,4.3,ZapfEllipt BT,9.5,463,79,1,0,No,Yes,ii.	Collaborating: The collaboration style involves parties working together to resolve issues and problems themselves. Both parties come to the table with win-win attitudes. This win-win approach is favored when both sides have important differences but everyone agrees to work together. Managers may choose to collaborate by showing a high degree of assertiveness and cooperativeness. It is a favorable negotiation style in formal dispute resolution situations.,0,0,False,"[25102, 25568]"
191,tt,-0.65,4.3,ZapfEllipt BT,9.5,603,106,1,0,No,Yes,"iii.	Avoiding: This approach involves one of the conflicted parties avoiding communicating about or confronting the problem. This approach is considered by hoping that it will be resolved automatically after passing of time. Managers who don't want to handle conflict are likely to avoid it altogether. By not participating in the problem-solving process, they are effectively removing themselves from it. In certain situations, it may be appropriate to avoid a conflict. This technique is useful when issues involved in conflict are of very minor nature or when more important issues deserve attention.",0,0,False,"[25568, 26173]"
192,tt,-0.65,4.3,ZapfEllipt BT,9.5,674,125,1,0,No,Yes,"iv.	Compromise: This is the traditional method of conflict resolution. It is a process of bargaining where the parties negotiate on the basis of give and take principle to arrive at a mutually acceptable agreement. It is commonly used where the conflict involves differences in goals, attitudes or values. There is no distinct winner or loser because each party is expected to sacrifice something in exchange for a concession. It is the most typical way of dealing with labor management conflict. However, compromise takes time, which the management may not be able to afford always. The amount given up by each party in conflict becomes the direct relation to its strength.",0,0,False,"[26173, 26848]"
193,tt,-0.65,4.3,ZapfEllipt BT,9.5,609,101,1,0,No,Yes,"v.	Confrontation: Conflict can be faced directly. In this approach, management directly handles the situation and deals with conflicting parties. Assertiveness is the main aspect of this approach.  All the issues causing conflict are brought into open. A mutually satisfactory solution is found through face to face meeting of the parties concerned.  It might involve high levels of emotions as the parties establish positions and in sometimes there is possibility of hostile interaction. However, the specific techniques can be organizational redesign and interactive problem solving through open discussion.",0,0,False,"[26848, 27459]"
194,tt,-0.65,3.65,ZapfEllipt BT,9.5,45,9,1,0,No,Yes,2.	Structural Conflict Management Approaches:,0,0,False,"[27459, 27505]"
195,tt,-0.65,3.65,ZapfEllipt BT,9.5,296,51,0,0,No,No,"Organizational structure change is also the reason of conflict in the organization. The change in organizational rules, regulations, working procedures, job design, division of work, etc. creates conflict between management and employees. The main structural approaches for managing conflict are:",0,0,False,"[27505, 27805]"
196,tt,-0.65,4.3,ZapfEllipt BT,9.5,757,125,1,0,No,Yes,"i.	Emphasizing super-ordinate goals: Super-ordinate goals are common objectives held by conflicting parties that are more important than the departmental or individual goals on which the conflict is based. Such goals cannot be accomplished by the resources of any single party separately. By increasing commitment to corporate goals, employees place less emphasis and therefore feel less conflict with co-workers regarding competing individual or departmental-level goals. They also potentially reduce the problem of differentiation by establishing a common frame of reference. For example, research indicates that most effective executive teams frame their decision as super-ordinate goals that rise above each executive's departmental or individual goals.",0,0,False,"[27805, 28564]"
197,tt,-0.65,4.3,ZapfEllipt BT,9.5,607,96,1,0,No,Yes,"ii.	Reducing differentiation: Another way to minimize dysfunctional conflict is to reduce the differences that produce the conflict in the first place. The more employees think they have common backgrounds or experiences with co-workers, the more they are motivated.  They are to coordinate activities and resolve conflict through constructive discussion with conflicting co-workers. For example, multinational peacekeeping forces reduce differentiation among troops from the representative nations by providing opportunities for them to socialize and engage in common activities, including eating together.",0,0,False,"[28564, 29173]"
198,tt,-0.65,4.3,ZapfEllipt BT,9.5,557,88,1,0,No,Yes,"iii.	Improve communication and understanding: An important means of managing conflict in an organization is to develop open communication system. It is found that information deficiency leads to misunderstanding and conflict among employees. Sometimes conflict arises simply out of a minor and unintentional communication problem. Therefore, there must be two-way communication systems in the organization. The open communication between managers and subordinates and among the subordinates helps to develop mutual understanding for each and every activity.",0,0,False,"[29173, 29733]"
199,tt,-0.65,4.3,ZapfEllipt BT,9.5,580,103,1,0,No,Yes,"iv.	Reduce task interdependence: Reducing task inter-dependence is an important approach of managing inter-personal conflict. Task interdependence is concerned with dependence of one group on another group from completing task. It can be sequential or reciprocal interdependence. The potential for conflict is very high in situations where two departments have to work in an interdependent fashion and share scarce resources. If level of task inter-dependence is minimized it can manage conflict. As a result of this, mutual dependency, disagreement, and conflict will be reduced.",0,0,False,"[29733, 30314]"
